duration,event
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
2117,0
67,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1523,0
1197,0
1197,0
2,0
2,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
1239,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
369,0
1043,0
1043,0
966,0
966,0
966,0
966,0
966,0
966,0
966,0
966,0
966,0
2443,0
2443,0
2443,0
2443,0
2443,0
2443,0
2443,0
2443,0
2443,0
2443,0
2443,0
1197,0
1197,0
1197,0
197,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
1456,0
800,0
800,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
831,0
0,1
1674,0
1674,0
1674,0
1674,0
1674,0
882,0
882,0
882,0
882,0
1627,0
1627,0
1627,0
991,0
991,0
991,0
991,0
991,0
991,0
1557,0
1345,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
0,1
0,1
0,1
733,0
0,1
0,1
0,1
0,1
0,1
1049,0
338,0
338,0
199,0
199,0
199,0
199,0
199,0
848,0
848,0
848,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
446,0
222,0
411,0
411,0
0,1
0,1
411,0
411,0
411,0
0,1
411,0
411,0
411,0
411,0
411,0
0,1
411,0
0,1
411,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
387,0
488,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1782,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1291,0
1091,0
1091,0
1091,0
1091,0
594,0
594,0
594,0
594,0
594,0
594,0
594,0
427,0
427,0
389,0
389,0
389,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
77,0
0,1
77,0
77,0
77,0
77,0
77,0
77,0
203,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
167,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
723,0
723,0
723,0
723,0
723,0
723,0
723,0
723,0
377,0
377,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
1616,0
