project,t1,t2,duration,ratio,cumratio
conder_assignment,JDBC,JPA,2,0.0,0.0
conder_assignment,JDBC,JPA,3,0.0,0.0
conder_assignment,JDBC,JPA,4,0.0,0.0
conder_assignment,JDBC,JPA,5,0.0,0.0
conder_assignment,JDBC,JPA,6,0.0,0.0
conder_assignment,JDBC,JPA,7,0.0,0.0
conder_assignment,JDBC,JPA,8,0.0,0.0
conder_assignment,JDBC,JPA,9,0.0,0.0
conder_assignment,JDBC,JPA,10,0.0,0.0
conder_assignment,JDBC,JPA,11,0.0,0.0
conder_assignment,JDBC,JPA,12,0.0,0.0
conder_assignment,JDBC,JPA,13,0.0,0.0
conder_assignment,JDBC,JPA,14,0.0,0.0
conder_assignment,JDBC,JPA,15,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,0,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,1,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,2,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,3,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,4,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,5,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,6,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,7,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,8,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,9,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,10,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,11,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,12,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,13,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,14,0.0,0.0
cloudbees_CloudBees-End-End-Tutorial,JDBC,JPA,15,0.0,0.0
mongodb_mongo-java-driver,JDBC,JPA,0,0.5,0.5
mongodb_mongo-java-driver,JDBC,JPA,1,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,2,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,3,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,4,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,5,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,6,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,7,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,8,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,9,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,10,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,11,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,12,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,13,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,14,0.0,0.5
mongodb_mongo-java-driver,JDBC,JPA,15,0.0,0.5
nikotsunami_osce,JDBC,JPA,0,0.16666667,0.16666667
nikotsunami_osce,JDBC,JPA,1,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,2,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,3,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,4,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,5,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,6,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,7,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,8,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,9,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,10,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,11,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,12,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,13,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,14,0.0,0.16666667
nikotsunami_osce,JDBC,JPA,15,0.0,0.16666667
wwadge_hbnpojogen,JDBC,JPA,0,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,1,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,2,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,3,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,4,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,5,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,6,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,7,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,8,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,9,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,10,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,11,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,12,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,13,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,14,0.0,0.0
wwadge_hbnpojogen,JDBC,JPA,15,0.0,0.0
picon-software_eoit,JDBC,JPA,0,0.0,0.0
picon-software_eoit,JDBC,JPA,1,0.0,0.0
picon-software_eoit,JDBC,JPA,2,0.0,0.0
picon-software_eoit,JDBC,JPA,3,0.0,0.0
picon-software_eoit,JDBC,JPA,4,0.0,0.0
picon-software_eoit,JDBC,JPA,5,0.0,0.0
picon-software_eoit,JDBC,JPA,6,0.0,0.0
picon-software_eoit,JDBC,JPA,7,0.0,0.0
picon-software_eoit,JDBC,JPA,8,0.0,0.0
picon-software_eoit,JDBC,JPA,9,0.0,0.0
picon-software_eoit,JDBC,JPA,10,0.0,0.0
picon-software_eoit,JDBC,JPA,11,0.0,0.0
picon-software_eoit,JDBC,JPA,12,0.0,0.0
picon-software_eoit,JDBC,JPA,13,0.0,0.0
picon-software_eoit,JDBC,JPA,14,0.0,0.0
picon-software_eoit,JDBC,JPA,15,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,0,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,1,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,2,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,3,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,4,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,5,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,6,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,7,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,8,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,9,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,10,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,11,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,12,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,13,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,14,0.0,0.0
CraftFire_AuthDB,JDBC,JPA,15,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,0,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,1,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,2,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,3,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,4,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,5,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,6,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,7,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,8,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,9,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,10,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,11,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,12,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,13,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,14,0.0,0.0
SpringSource_spring-data-book,JDBC,JPA,15,0.0,0.0
travis_cosmo,JDBC,JPA,0,0.0,0.0
travis_cosmo,JDBC,JPA,1,0.0,0.0
travis_cosmo,JDBC,JPA,2,0.0,0.0
travis_cosmo,JDBC,JPA,3,0.0,0.0
travis_cosmo,JDBC,JPA,4,0.0,0.0
travis_cosmo,JDBC,JPA,5,0.0,0.0
travis_cosmo,JDBC,JPA,6,0.0,0.0
travis_cosmo,JDBC,JPA,7,0.0,0.0
travis_cosmo,JDBC,JPA,8,0.0,0.0
travis_cosmo,JDBC,JPA,9,0.0,0.0
travis_cosmo,JDBC,JPA,10,0.0,0.0
travis_cosmo,JDBC,JPA,11,0.0,0.0
travis_cosmo,JDBC,JPA,12,0.0,0.0
travis_cosmo,JDBC,JPA,13,0.0,0.0
travis_cosmo,JDBC,JPA,14,0.0,0.0
travis_cosmo,JDBC,JPA,15,0.0,0.0
ModeShape_modeshape,JDBC,JPA,0,0.0,0.0
ModeShape_modeshape,JDBC,JPA,1,0.0,0.0
ModeShape_modeshape,JDBC,JPA,2,0.0,0.0
ModeShape_modeshape,JDBC,JPA,3,0.0,0.0
ModeShape_modeshape,JDBC,JPA,4,0.0,0.0
ModeShape_modeshape,JDBC,JPA,5,0.0,0.0
ModeShape_modeshape,JDBC,JPA,6,0.0,0.0
ModeShape_modeshape,JDBC,JPA,7,0.0,0.0
ModeShape_modeshape,JDBC,JPA,8,0.0,0.0
ModeShape_modeshape,JDBC,JPA,9,0.0,0.0
ModeShape_modeshape,JDBC,JPA,10,0.0,0.0
ModeShape_modeshape,JDBC,JPA,11,0.0,0.0
ModeShape_modeshape,JDBC,JPA,12,0.0,0.0
ModeShape_modeshape,JDBC,JPA,13,0.0,0.0
ModeShape_modeshape,JDBC,JPA,14,0.0,0.0
ModeShape_modeshape,JDBC,JPA,15,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,0,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,1,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,2,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,3,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,4,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,5,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,6,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,7,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,8,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,9,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,10,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,11,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,12,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,13,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,14,0.0,0.0
tryggvil_eucalyptus,JDBC,JPA,15,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,0,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,1,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,2,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,3,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,4,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,5,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,6,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,7,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,8,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,9,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,10,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,11,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,12,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,13,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,14,0.0,0.0
wicketstuff_sandbox,JDBC,JPA,15,0.0,0.0
bobeal_capdemat,JDBC,JPA,0,0.0,0.0
bobeal_capdemat,JDBC,JPA,1,0.0,0.0
bobeal_capdemat,JDBC,JPA,2,0.0,0.0
bobeal_capdemat,JDBC,JPA,3,0.0,0.0
bobeal_capdemat,JDBC,JPA,4,0.0,0.0
bobeal_capdemat,JDBC,JPA,5,0.0,0.0
bobeal_capdemat,JDBC,JPA,6,0.0,0.0
bobeal_capdemat,JDBC,JPA,7,0.0,0.0
bobeal_capdemat,JDBC,JPA,8,0.0,0.0
bobeal_capdemat,JDBC,JPA,9,0.0,0.0
bobeal_capdemat,JDBC,JPA,10,0.0,0.0
bobeal_capdemat,JDBC,JPA,11,0.0,0.0
bobeal_capdemat,JDBC,JPA,12,0.0,0.0
bobeal_capdemat,JDBC,JPA,13,0.0,0.0
bobeal_capdemat,JDBC,JPA,14,0.0,0.0
bobeal_capdemat,JDBC,JPA,15,0.0,0.0
salescube_SalesCube,JDBC,JPA,0,0.6605505,0.6605505
salescube_SalesCube,JDBC,JPA,1,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,2,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,3,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,4,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,5,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,6,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,7,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,8,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,9,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,10,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,11,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,12,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,13,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,14,0.0,0.6605505
salescube_SalesCube,JDBC,JPA,15,0.0,0.6605505
SpringSource_grails-data-mapping,JDBC,JPA,0,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,1,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,2,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,3,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,4,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,5,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,6,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,7,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,8,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,9,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,10,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,11,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,12,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,13,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,14,0.0,0.0
SpringSource_grails-data-mapping,JDBC,JPA,15,0.0,0.0
apache_tapestry-5,JDBC,JPA,0,0.0,0.0
apache_tapestry-5,JDBC,JPA,1,0.0,0.0
apache_tapestry-5,JDBC,JPA,2,0.0,0.0
apache_tapestry-5,JDBC,JPA,3,0.0,0.0
apache_tapestry-5,JDBC,JPA,4,0.0,0.0
apache_tapestry-5,JDBC,JPA,5,0.0,0.0
apache_tapestry-5,JDBC,JPA,6,0.0,0.0
apache_tapestry-5,JDBC,JPA,7,0.0,0.0
apache_tapestry-5,JDBC,JPA,8,0.0,0.0
apache_tapestry-5,JDBC,JPA,9,0.0,0.0
apache_tapestry-5,JDBC,JPA,10,0.0,0.0
apache_tapestry-5,JDBC,JPA,11,0.0,0.0
apache_tapestry-5,JDBC,JPA,12,0.0,0.0
apache_tapestry-5,JDBC,JPA,13,0.0,0.0
apache_tapestry-5,JDBC,JPA,14,0.0,0.0
apache_tapestry-5,JDBC,JPA,15,0.0,0.0
ning_killbill,JDBC,JPA,0,0.16666667,0.16666667
ning_killbill,JDBC,JPA,1,0.015151516,0.18181819
ning_killbill,JDBC,JPA,2,0.0,0.18181819
ning_killbill,JDBC,JPA,3,0.015151516,0.1969697
ning_killbill,JDBC,JPA,4,0.0,0.1969697
ning_killbill,JDBC,JPA,5,0.0,0.1969697
ning_killbill,JDBC,JPA,6,0.0,0.1969697
ning_killbill,JDBC,JPA,7,0.0,0.1969697
ning_killbill,JDBC,JPA,8,0.0,0.1969697
ning_killbill,JDBC,JPA,9,0.0,0.1969697
ning_killbill,JDBC,JPA,10,0.0,0.1969697
ning_killbill,JDBC,JPA,11,0.0,0.1969697
ning_killbill,JDBC,JPA,12,0.0,0.1969697
ning_killbill,JDBC,JPA,13,0.0,0.1969697
ning_killbill,JDBC,JPA,14,0.0,0.1969697
ning_killbill,JDBC,JPA,15,0.0,0.1969697
Y3PP3R_AP2DX,JDBC,JPA,0,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,1,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,2,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,3,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,4,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,5,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,6,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,7,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,8,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,9,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,10,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,11,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,12,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,13,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,14,0.0,0.0
Y3PP3R_AP2DX,JDBC,JPA,15,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,0,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,1,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,2,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,3,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,4,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,5,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,6,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,7,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,8,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,9,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,10,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,11,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,12,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,13,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,14,0.0,0.0
onesocialweb_osw-openfire-plugin,JDBC,JPA,15,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,0,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,1,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,2,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,3,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,4,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,5,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,6,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,7,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,8,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,9,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,10,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,11,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,12,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,13,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,14,0.0,0.0
dukeboard_kevoree-extra,JDBC,JPA,15,0.0,0.0
hornetq_hornetq,JDBC,JPA,0,0.0,0.0
hornetq_hornetq,JDBC,JPA,1,0.0,0.0
hornetq_hornetq,JDBC,JPA,2,0.0,0.0
hornetq_hornetq,JDBC,JPA,3,0.0,0.0
hornetq_hornetq,JDBC,JPA,4,0.0,0.0
hornetq_hornetq,JDBC,JPA,5,0.0,0.0
hornetq_hornetq,JDBC,JPA,6,0.0,0.0
hornetq_hornetq,JDBC,JPA,7,0.0,0.0
hornetq_hornetq,JDBC,JPA,8,0.0,0.0
hornetq_hornetq,JDBC,JPA,9,0.0,0.0
hornetq_hornetq,JDBC,JPA,10,0.0,0.0
hornetq_hornetq,JDBC,JPA,11,0.0,0.0
hornetq_hornetq,JDBC,JPA,12,0.0,0.0
hornetq_hornetq,JDBC,JPA,13,0.0,0.0
hornetq_hornetq,JDBC,JPA,14,0.0,0.0
hornetq_hornetq,JDBC,JPA,15,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,0,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,1,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,2,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,3,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,4,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,5,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,6,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,7,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,8,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,9,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,10,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,11,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,12,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,13,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,14,0.0,0.0
FAP-Team_Fap-Module,JDBC,JPA,15,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,0,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,1,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,2,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,3,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,4,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,5,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,6,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,7,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,8,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,9,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,10,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,11,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,12,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,13,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,14,0.0,0.0
WISE-Community_WISE-Portal,JDBC,JPA,15,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,0,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,1,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,2,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,3,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,4,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,5,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,6,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,7,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,8,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,9,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,10,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,11,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,12,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,13,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,14,0.0,0.0
jamesward_S3-Blobs-module-for-Play,JDBC,JPA,15,0.0,0.0
gmazza_blog-samples,JDBC,JPA,0,0.0,0.0
gmazza_blog-samples,JDBC,JPA,1,0.0,0.0
gmazza_blog-samples,JDBC,JPA,2,0.0,0.0
gmazza_blog-samples,JDBC,JPA,3,0.0,0.0
gmazza_blog-samples,JDBC,JPA,4,0.0,0.0
gmazza_blog-samples,JDBC,JPA,5,0.0,0.0
gmazza_blog-samples,JDBC,JPA,6,0.0,0.0
gmazza_blog-samples,JDBC,JPA,7,0.0,0.0
gmazza_blog-samples,JDBC,JPA,8,0.0,0.0
gmazza_blog-samples,JDBC,JPA,9,0.0,0.0
gmazza_blog-samples,JDBC,JPA,10,0.0,0.0
gmazza_blog-samples,JDBC,JPA,11,0.0,0.0
gmazza_blog-samples,JDBC,JPA,12,0.0,0.0
gmazza_blog-samples,JDBC,JPA,13,0.0,0.0
gmazza_blog-samples,JDBC,JPA,14,0.0,0.0
gmazza_blog-samples,JDBC,JPA,15,0.0,0.0
gilesp_taskhelper,JDBC,JPA,0,0.0,0.0
gilesp_taskhelper,JDBC,JPA,1,0.0,0.0
gilesp_taskhelper,JDBC,JPA,2,0.0,0.0
gilesp_taskhelper,JDBC,JPA,3,0.0,0.0
gilesp_taskhelper,JDBC,JPA,4,0.0,0.0
gilesp_taskhelper,JDBC,JPA,5,0.0,0.0
gilesp_taskhelper,JDBC,JPA,6,0.0,0.0
gilesp_taskhelper,JDBC,JPA,7,0.0,0.0
gilesp_taskhelper,JDBC,JPA,8,0.0,0.0
gilesp_taskhelper,JDBC,JPA,9,0.0,0.0
gilesp_taskhelper,JDBC,JPA,10,0.0,0.0
gilesp_taskhelper,JDBC,JPA,11,0.0,0.0
gilesp_taskhelper,JDBC,JPA,12,0.0,0.0
gilesp_taskhelper,JDBC,JPA,13,0.0,0.0
gilesp_taskhelper,JDBC,JPA,14,0.0,0.0
gilesp_taskhelper,JDBC,JPA,15,0.0,0.0
TGAC_miso-lims,JDBC,JPA,0,0.0,0.0
TGAC_miso-lims,JDBC,JPA,1,0.0,0.0
TGAC_miso-lims,JDBC,JPA,2,0.0,0.0
TGAC_miso-lims,JDBC,JPA,3,0.0,0.0
TGAC_miso-lims,JDBC,JPA,4,0.0,0.0
TGAC_miso-lims,JDBC,JPA,5,0.0,0.0
TGAC_miso-lims,JDBC,JPA,6,0.0,0.0
TGAC_miso-lims,JDBC,JPA,7,0.0,0.0
TGAC_miso-lims,JDBC,JPA,8,0.0,0.0
TGAC_miso-lims,JDBC,JPA,9,0.0,0.0
TGAC_miso-lims,JDBC,JPA,10,0.0,0.0
TGAC_miso-lims,JDBC,JPA,11,0.0,0.0
TGAC_miso-lims,JDBC,JPA,12,0.0,0.0
TGAC_miso-lims,JDBC,JPA,13,0.0,0.0
TGAC_miso-lims,JDBC,JPA,14,0.0,0.0
TGAC_miso-lims,JDBC,JPA,15,0.0,0.0
sfilatov_secretary,JDBC,JPA,0,1.0,1.0
sfilatov_secretary,JDBC,JPA,1,0.0,1.0
sfilatov_secretary,JDBC,JPA,2,0.0,1.0
sfilatov_secretary,JDBC,JPA,3,0.0,1.0
sfilatov_secretary,JDBC,JPA,4,0.0,1.0
sfilatov_secretary,JDBC,JPA,5,0.0,1.0
sfilatov_secretary,JDBC,JPA,6,0.0,1.0
sfilatov_secretary,JDBC,JPA,7,0.0,1.0
sfilatov_secretary,JDBC,JPA,8,0.0,1.0
sfilatov_secretary,JDBC,JPA,9,0.0,1.0
sfilatov_secretary,JDBC,JPA,10,0.0,1.0
sfilatov_secretary,JDBC,JPA,11,0.0,1.0
