project,t1,t2,duration,ratio,cumratio
resthub_resthub-spring-stack,JPA,JDBC,13,0.0,0.0
resthub_resthub-spring-stack,JPA,JDBC,14,0.0,0.0
resthub_resthub-spring-stack,JPA,JDBC,15,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,0,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,1,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,2,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,3,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,4,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,5,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,6,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,7,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,8,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,9,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,10,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,11,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,12,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,13,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,14,0.0,0.0
SpringSource_spring-data-jpa-examples,JPA,JDBC,15,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,0,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,1,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,2,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,3,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,4,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,5,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,6,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,7,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,8,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,9,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,10,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,11,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,12,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,13,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,14,0.0,0.0
societies_SOCIETIES-SCE-Services,JPA,JDBC,15,0.0,0.0
forge_core,JPA,JDBC,0,0.0,0.0
forge_core,JPA,JDBC,1,0.0,0.0
forge_core,JPA,JDBC,2,0.0,0.0
forge_core,JPA,JDBC,3,0.0,0.0
forge_core,JPA,JDBC,4,0.0,0.0
forge_core,JPA,JDBC,5,0.0,0.0
forge_core,JPA,JDBC,6,0.0,0.0
forge_core,JPA,JDBC,7,0.0,0.0
forge_core,JPA,JDBC,8,0.0,0.0
forge_core,JPA,JDBC,9,0.0,0.0
forge_core,JPA,JDBC,10,0.0,0.0
forge_core,JPA,JDBC,11,0.0,0.0
forge_core,JPA,JDBC,12,0.0,0.0
forge_core,JPA,JDBC,13,0.0,0.0
forge_core,JPA,JDBC,14,0.0,0.0
forge_core,JPA,JDBC,15,0.0,0.0
gridgain_gridgain,JPA,JDBC,0,0.0,0.0
gridgain_gridgain,JPA,JDBC,1,0.0,0.0
gridgain_gridgain,JPA,JDBC,2,0.0,0.0
gridgain_gridgain,JPA,JDBC,3,0.0,0.0
gridgain_gridgain,JPA,JDBC,4,0.0,0.0
gridgain_gridgain,JPA,JDBC,5,0.0,0.0
gridgain_gridgain,JPA,JDBC,6,0.0,0.0
gridgain_gridgain,JPA,JDBC,7,0.0,0.0
gridgain_gridgain,JPA,JDBC,8,0.0,0.0
gridgain_gridgain,JPA,JDBC,9,0.0,0.0
gridgain_gridgain,JPA,JDBC,10,0.0,0.0
gridgain_gridgain,JPA,JDBC,11,0.0,0.0
gridgain_gridgain,JPA,JDBC,12,0.0,0.0
gridgain_gridgain,JPA,JDBC,13,0.0,0.0
gridgain_gridgain,JPA,JDBC,14,0.0,0.0
gridgain_gridgain,JPA,JDBC,15,0.0,0.0
ciudadanointeligente_legislativo-api-java,JPA,JDBC,0,0.045454547,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,1,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,2,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,3,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,4,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,5,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,6,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,7,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,8,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,9,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,10,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,11,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,12,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,13,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,14,0.0,0.045454547
ciudadanointeligente_legislativo-api-java,JPA,JDBC,15,0.0,0.045454547
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,0,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,1,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,2,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,3,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,4,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,5,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,6,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,7,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,8,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,9,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,10,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,11,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,12,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,13,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,14,0.0,0.0
thrawn01_Spring-Jersey-Hibernate-DbUnit-Example,JPA,JDBC,15,0.0,0.0
spreadthesource_wooki,JPA,JDBC,0,0.0,0.0
spreadthesource_wooki,JPA,JDBC,1,0.0,0.0
spreadthesource_wooki,JPA,JDBC,2,0.0,0.0
spreadthesource_wooki,JPA,JDBC,3,0.0,0.0
spreadthesource_wooki,JPA,JDBC,4,0.0,0.0
spreadthesource_wooki,JPA,JDBC,5,0.0,0.0
spreadthesource_wooki,JPA,JDBC,6,0.0,0.0
spreadthesource_wooki,JPA,JDBC,7,0.0,0.0
spreadthesource_wooki,JPA,JDBC,8,0.0,0.0
spreadthesource_wooki,JPA,JDBC,9,0.0,0.0
spreadthesource_wooki,JPA,JDBC,10,0.0,0.0
spreadthesource_wooki,JPA,JDBC,11,0.0,0.0
spreadthesource_wooki,JPA,JDBC,12,0.0,0.0
spreadthesource_wooki,JPA,JDBC,13,0.0,0.0
spreadthesource_wooki,JPA,JDBC,14,0.0,0.0
spreadthesource_wooki,JPA,JDBC,15,0.0,0.0
StanBertrand_bank,JPA,JDBC,0,0.0,0.0
StanBertrand_bank,JPA,JDBC,1,0.0,0.0
StanBertrand_bank,JPA,JDBC,2,0.0,0.0
StanBertrand_bank,JPA,JDBC,3,0.0,0.0
StanBertrand_bank,JPA,JDBC,4,0.0,0.0
StanBertrand_bank,JPA,JDBC,5,0.0,0.0
StanBertrand_bank,JPA,JDBC,6,0.0,0.0
StanBertrand_bank,JPA,JDBC,7,0.0,0.0
StanBertrand_bank,JPA,JDBC,8,0.0,0.0
StanBertrand_bank,JPA,JDBC,9,0.0,0.0
StanBertrand_bank,JPA,JDBC,10,0.0,0.0
StanBertrand_bank,JPA,JDBC,11,0.0,0.0
StanBertrand_bank,JPA,JDBC,12,0.0,0.0
StanBertrand_bank,JPA,JDBC,13,0.0,0.0
StanBertrand_bank,JPA,JDBC,14,0.0,0.0
StanBertrand_bank,JPA,JDBC,15,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,0,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,1,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,2,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,3,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,4,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,5,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,6,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,7,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,8,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,9,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,10,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,11,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,12,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,13,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,14,0.0,0.0
agoncal_agoncal-application-petstore-ee6,JPA,JDBC,15,0.0,0.0
jeberma_example,JPA,JDBC,0,0.0,0.0
jeberma_example,JPA,JDBC,1,0.0,0.0
jeberma_example,JPA,JDBC,2,0.0,0.0
jeberma_example,JPA,JDBC,3,0.0,0.0
jeberma_example,JPA,JDBC,4,0.0,0.0
jeberma_example,JPA,JDBC,5,0.0,0.0
jeberma_example,JPA,JDBC,6,0.0,0.0
jeberma_example,JPA,JDBC,7,0.0,0.0
jeberma_example,JPA,JDBC,8,0.0,0.0
jeberma_example,JPA,JDBC,9,0.0,0.0
jeberma_example,JPA,JDBC,10,0.0,0.0
jeberma_example,JPA,JDBC,11,0.0,0.0
jeberma_example,JPA,JDBC,12,0.0,0.0
jeberma_example,JPA,JDBC,13,0.0,0.0
jeberma_example,JPA,JDBC,14,0.0,0.0
jeberma_example,JPA,JDBC,15,0.0,0.0
INCF_eeg-database,JPA,JDBC,0,0.048076924,0.048076924
INCF_eeg-database,JPA,JDBC,1,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,2,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,3,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,4,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,5,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,6,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,7,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,8,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,9,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,10,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,11,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,12,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,13,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,14,0.0,0.048076924
INCF_eeg-database,JPA,JDBC,15,0.0,0.048076924
krams915_spring-batch-tutorial,JPA,JDBC,0,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,1,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,2,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,3,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,4,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,5,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,6,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,7,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,8,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,9,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,10,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,11,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,12,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,13,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,14,0.0,0.0
krams915_spring-batch-tutorial,JPA,JDBC,15,0.0,0.0
ecerulm_en4j,JPA,JDBC,0,0.0,0.0
ecerulm_en4j,JPA,JDBC,1,0.0,0.0
ecerulm_en4j,JPA,JDBC,2,0.0,0.0
ecerulm_en4j,JPA,JDBC,3,0.0,0.0
ecerulm_en4j,JPA,JDBC,4,0.0,0.0
ecerulm_en4j,JPA,JDBC,5,0.0,0.0
ecerulm_en4j,JPA,JDBC,6,0.0,0.0
ecerulm_en4j,JPA,JDBC,7,0.0,0.0
ecerulm_en4j,JPA,JDBC,8,0.0,0.0
ecerulm_en4j,JPA,JDBC,9,0.0,0.0
ecerulm_en4j,JPA,JDBC,10,0.0,0.0
ecerulm_en4j,JPA,JDBC,11,0.0,0.0
ecerulm_en4j,JPA,JDBC,12,0.0,0.0
ecerulm_en4j,JPA,JDBC,13,0.0,0.0
ecerulm_en4j,JPA,JDBC,14,0.0,0.0
ecerulm_en4j,JPA,JDBC,15,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,0,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,1,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,2,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,3,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,4,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,5,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,6,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,7,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,8,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,9,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,10,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,11,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,12,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,13,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,14,0.0,0.0
OpenConext_OpenConext-teams,JPA,JDBC,15,0.0,0.0
CleverCloud_Bianca,JPA,JDBC,0,0.3125,0.3125
CleverCloud_Bianca,JPA,JDBC,1,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,2,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,3,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,4,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,5,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,6,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,7,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,8,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,9,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,10,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,11,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,12,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,13,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,14,0.0,0.3125
CleverCloud_Bianca,JPA,JDBC,15,0.0,0.3125
worktokenteam_worktoken,JPA,JDBC,0,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,1,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,2,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,3,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,4,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,5,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,6,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,7,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,8,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,9,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,10,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,11,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,12,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,13,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,14,0.0,0.0
worktokenteam_worktoken,JPA,JDBC,15,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,0,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,1,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,2,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,3,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,4,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,5,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,6,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,7,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,8,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,9,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,10,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,11,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,12,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,13,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,14,0.0,0.0
hibernate_hibernate-search,JPA,JDBC,15,0.0,0.0
saury07_Vaadin,JPA,JDBC,0,0.0,0.0
saury07_Vaadin,JPA,JDBC,1,0.0,0.0
saury07_Vaadin,JPA,JDBC,2,0.0,0.0
saury07_Vaadin,JPA,JDBC,3,0.0,0.0
saury07_Vaadin,JPA,JDBC,4,0.0,0.0
saury07_Vaadin,JPA,JDBC,5,0.0,0.0
saury07_Vaadin,JPA,JDBC,6,0.0,0.0
saury07_Vaadin,JPA,JDBC,7,0.0,0.0
saury07_Vaadin,JPA,JDBC,8,0.0,0.0
saury07_Vaadin,JPA,JDBC,9,0.0,0.0
saury07_Vaadin,JPA,JDBC,10,0.0,0.0
saury07_Vaadin,JPA,JDBC,11,0.0,0.0
saury07_Vaadin,JPA,JDBC,12,0.0,0.0
saury07_Vaadin,JPA,JDBC,13,0.0,0.0
saury07_Vaadin,JPA,JDBC,14,0.0,0.0
saury07_Vaadin,JPA,JDBC,15,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,0,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,1,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,2,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,3,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,4,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,5,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,6,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,7,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,8,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,9,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,10,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,11,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,12,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,13,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,14,0.0,0.0
arquillian_arquillian_deprecated,JPA,JDBC,15,0.0,0.0
apache_camel,JPA,JDBC,0,0.0,0.0
apache_camel,JPA,JDBC,1,0.0,0.0
apache_camel,JPA,JDBC,2,0.0,0.0
apache_camel,JPA,JDBC,3,0.0,0.0
apache_camel,JPA,JDBC,4,0.0,0.0
apache_camel,JPA,JDBC,5,0.0,0.0
apache_camel,JPA,JDBC,6,0.0,0.0
apache_camel,JPA,JDBC,7,0.0,0.0
apache_camel,JPA,JDBC,8,0.0,0.0
apache_camel,JPA,JDBC,9,0.0,0.0
apache_camel,JPA,JDBC,10,0.0,0.0
apache_camel,JPA,JDBC,11,0.0,0.0
apache_camel,JPA,JDBC,12,0.0,0.0
apache_camel,JPA,JDBC,13,0.0,0.0
apache_camel,JPA,JDBC,14,0.0,0.0
apache_camel,JPA,JDBC,15,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,0,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,1,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,2,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,3,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,4,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,5,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,6,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,7,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,8,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,9,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,10,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,11,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,12,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,13,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,14,0.0,0.0
avshabanov_java-maven-tests,JPA,JDBC,15,0.0,0.0
forge_plugin-hibernate-tools,JPA,JDBC,0,1.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,1,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,2,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,3,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,4,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,5,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,6,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,7,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,8,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,9,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,10,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,11,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,12,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,13,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,14,0.0,1.0
forge_plugin-hibernate-tools,JPA,JDBC,15,0.0,1.0
tulskiy_musique,JPA,JDBC,0,0.2,0.2
tulskiy_musique,JPA,JDBC,1,0.0,0.2
tulskiy_musique,JPA,JDBC,2,0.0,0.2
tulskiy_musique,JPA,JDBC,3,0.0,0.2
tulskiy_musique,JPA,JDBC,4,0.0,0.2
tulskiy_musique,JPA,JDBC,5,0.0,0.2
tulskiy_musique,JPA,JDBC,6,0.0,0.2
tulskiy_musique,JPA,JDBC,7,0.0,0.2
tulskiy_musique,JPA,JDBC,8,0.0,0.2
tulskiy_musique,JPA,JDBC,9,0.0,0.2
tulskiy_musique,JPA,JDBC,10,0.0,0.2
tulskiy_musique,JPA,JDBC,11,0.0,0.2
tulskiy_musique,JPA,JDBC,12,0.0,0.2
tulskiy_musique,JPA,JDBC,13,0.0,0.2
tulskiy_musique,JPA,JDBC,14,0.0,0.2
tulskiy_musique,JPA,JDBC,15,0.0,0.2
ringerc_scrapcode,JPA,JDBC,0,0.0,0.0
ringerc_scrapcode,JPA,JDBC,1,0.0,0.0
ringerc_scrapcode,JPA,JDBC,2,0.0,0.0
ringerc_scrapcode,JPA,JDBC,3,0.0,0.0
ringerc_scrapcode,JPA,JDBC,4,0.0,0.0
ringerc_scrapcode,JPA,JDBC,5,0.0,0.0
ringerc_scrapcode,JPA,JDBC,6,0.0,0.0
ringerc_scrapcode,JPA,JDBC,7,0.0,0.0
ringerc_scrapcode,JPA,JDBC,8,0.0,0.0
ringerc_scrapcode,JPA,JDBC,9,0.0,0.0
ringerc_scrapcode,JPA,JDBC,10,0.0,0.0
ringerc_scrapcode,JPA,JDBC,11,0.0,0.0
ringerc_scrapcode,JPA,JDBC,12,0.0,0.0
ringerc_scrapcode,JPA,JDBC,13,0.0,0.0
ringerc_scrapcode,JPA,JDBC,14,0.0,0.0
ringerc_scrapcode,JPA,JDBC,15,0.0,0.0
mariuszs_openxava,JPA,JDBC,0,0.0,0.0
mariuszs_openxava,JPA,JDBC,1,0.0,0.0
mariuszs_openxava,JPA,JDBC,2,0.0,0.0
mariuszs_openxava,JPA,JDBC,3,0.0,0.0
mariuszs_openxava,JPA,JDBC,4,0.0,0.0
mariuszs_openxava,JPA,JDBC,5,0.0,0.0
mariuszs_openxava,JPA,JDBC,6,0.0,0.0
mariuszs_openxava,JPA,JDBC,7,0.0,0.0
mariuszs_openxava,JPA,JDBC,8,0.0,0.0
mariuszs_openxava,JPA,JDBC,9,0.0,0.0
mariuszs_openxava,JPA,JDBC,10,0.0,0.0
mariuszs_openxava,JPA,JDBC,11,0.0,0.0
mariuszs_openxava,JPA,JDBC,12,0.0,0.0
mariuszs_openxava,JPA,JDBC,13,0.0,0.0
mariuszs_openxava,JPA,JDBC,14,0.0,0.0
mariuszs_openxava,JPA,JDBC,15,0.0,0.0
hector-client_hector,JPA,JDBC,0,0.0,0.0
hector-client_hector,JPA,JDBC,1,0.0,0.0
hector-client_hector,JPA,JDBC,2,0.0,0.0
hector-client_hector,JPA,JDBC,3,0.0,0.0
hector-client_hector,JPA,JDBC,4,0.0,0.0
hector-client_hector,JPA,JDBC,5,0.0,0.0
hector-client_hector,JPA,JDBC,6,0.0,0.0
hector-client_hector,JPA,JDBC,7,0.0,0.0
hector-client_hector,JPA,JDBC,8,0.0,0.0
hector-client_hector,JPA,JDBC,9,0.0,0.0
hector-client_hector,JPA,JDBC,10,0.0,0.0
hector-client_hector,JPA,JDBC,11,0.0,0.0
hector-client_hector,JPA,JDBC,12,0.0,0.0
hector-client_hector,JPA,JDBC,13,0.0,0.0
hector-client_hector,JPA,JDBC,14,0.0,0.0
hector-client_hector,JPA,JDBC,15,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,0,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,1,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,2,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,3,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,4,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,5,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,6,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,7,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,8,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,9,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,10,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,11,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,12,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,13,0.0,0.0
springtestdbunit_spring-test-dbunit,JPA,JDBC,14,0.0,0.0
